Año,Min,FG %,3PT%,FT%,Receptions,Assists,BLK(Tapones),STL(Recoveries),PF(Personal Faults),TO(Ball Lost),PTS_next_match,WinBinary,LocalPoints,VisitorPoints,LebronTeamPoints,OtherTeamPoints,Local_Binary,FG_made,FG_attempted,FT_made,FT_attempted,3PTS_made,3PTS_attempted,AñoMes,3PT%_rolling_mean_4,3PTS_attempted_rolling_mean_4,3PTS_made_rolling_mean_4,Assists_rolling_mean_4,Año_rolling_mean_4,BLK(Tapones)_rolling_mean_4,FG %_rolling_mean_4,FG_attempted_rolling_mean_4,FG_made_rolling_mean_4,FT%_rolling_mean_4,FT_attempted_rolling_mean_4,FT_made_rolling_mean_4,LebronTeamPoints_rolling_mean_4,LocalPoints_rolling_mean_4,Local_Binary_rolling_mean_4,OtherTeamPoints_rolling_mean_4,PF(Personal Faults)_rolling_mean_4,Receptions_rolling_mean_4,STL(Recoveries)_rolling_mean_4,TO(Ball Lost)_rolling_mean_4,VisitorPoints_rolling_mean_4,WinBinary_rolling_mean_4,three_point_ratio,free_throw_ratio,lebron_team_points_ratio,three_point_ratio_rolling_mean_4,free_throw_ratio_rolling_mean_4,lebron_team_points_ratio_rolling_mean_4
2021.0,27,0.45,0.625,0.75,6.0,7.0,0.0,0.0,2.0,2.0,26.0,1.0,128.0,99.0,99.0,128.0,1.0,9.0,20.0,3.0,4.0,5.0,8.0,2021-01,0.46099999999999997,7.75,3.75,7.75,2021.0,0.25,0.4725000000000001,18.0,8.5,0.84375,5.25,4.25,103.75,117.0,0.75,116.5,2.0,6.25,0.75,3.25,103.25,0.75,0.625,0.75,0.26262626262626265,0.46101190476190484,0.84375,0.22454111295590506
2021.0,29,0.5,0.444,0.5,8.0,5.0,1.0,0.0,0.0,5.0,18.0,1.0,117.0,100.0,100.0,117.0,1.0,10.0,20.0,2.0,4.0,4.0,9.0,2021-01,0.422,7.5,3.25,7.0,2021.0,0.25,0.4675,16.75,7.75,0.71875,5.75,4.25,102.25,118.0,0.75,117.5,1.5,6.75,0.5,3.75,101.75,0.75,0.4444444444444444,0.5,0.18,0.422123015873016,0.71875,0.2247297922011881
2021.0,30,0.467,0.16699999999999998,0.5,7.0,7.0,1.0,1.0,2.0,2.0,28.0,1.0,120.0,102.0,102.0,120.0,1.0,7.0,15.0,3.0,6.0,1.0,6.0,2021-01,0.39225,7.25,3.0,7.5,2021.0,0.5,0.49050000000000005,16.5,8.0,0.6875,5.25,3.75,99.0,119.25,1.0,119.25,1.75,7.25,0.5,3.0,99.0,1.0,0.16666666666666666,0.5,0.27450980392156865,0.3923611111111112,0.6875,0.24770506926853675
2021.0,34,0.524,0.0,0.75,7.0,7.0,0.0,0.0,1.0,4.0,27.0,1.0,117.0,115.0,115.0,117.0,1.0,11.0,21.0,6.0,8.0,0.0,5.0,2021-01,0.30899999999999994,7.0,2.5,6.5,2021.0,0.5,0.48525000000000007,19.0,9.25,0.625,5.5,3.5,104.0,120.5,1.0,120.5,1.25,7.0,0.25,3.25,104.0,1.0,0.0,0.75,0.23478260869565218,0.3090277777777779,0.625,0.23797966881087088
2021.0,35,0.5329999999999999,0.5710000000000001,0.636,6.0,12.0,0.0,0.0,3.0,4.0,26.0,0.0,118.0,109.0,118.0,109.0,0.0,8.0,15.0,7.0,11.0,4.0,7.0,2021-01,0.2955,6.75,2.25,7.75,2021.0,0.5,0.506,17.75,9.0,0.5965,7.25,4.5,108.75,118.0,0.75,115.75,1.5,7.0,0.25,3.75,106.5,0.75,0.5714285714285714,0.6363636363636364,0.22033898305084745,0.2956349206349207,0.5965909090909091,0.22740784891701707
2021.0,34,0.55,0.25,1.0,12.0,7.0,1.0,1.0,0.0,6.0,22.0,1.0,94.0,92.0,92.0,94.0,1.0,11.0,20.0,3.0,3.0,1.0,4.0,2021-01,0.24700000000000003,5.5,1.5,8.25,2021.0,0.5,0.5185000000000001,17.75,9.25,0.7215,7.0,4.75,106.75,112.25,0.75,110.0,1.5,8.0,0.5,4.0,104.5,0.75,0.25,1.0,0.2391304347826087,0.24702380952380962,0.7215909090909091,0.24219045761266922
2021.0,32,0.563,0.5,0.333,13.0,8.0,0.0,1.0,2.0,2.0,26.0,1.0,108.0,94.0,94.0,108.0,1.0,9.0,16.0,1.0,3.0,3.0,6.0,2021-01,0.33025000000000004,5.5,2.0,8.5,2021.0,0.25,0.5425,18.0,9.75,0.67975,6.25,4.25,104.75,109.25,0.75,107.0,1.5,9.5,0.5,4.0,102.5,0.75,0.5,0.3333333333333333,0.2765957446808511,0.33035714285714296,0.6799242424242424,0.24271194280248987
2021.0,36,0.364,0.429,1.0,11.0,10.0,0.0,2.0,0.0,4.0,26.0,1.0,109.0,103.0,103.0,109.0,1.0,8.0,22.0,7.0,7.0,3.0,7.0,2021-01,0.4375,6.0,2.75,9.25,2021.0,0.25,0.5025,18.25,9.0,0.7422500000000001,6.0,4.5,101.75,107.25,0.75,105.0,1.25,10.5,1.0,4.0,99.5,0.75,0.42857142857142855,1.0,0.2524271844660194,0.4375000000000001,0.7424242424242424,0.24712308674508165
2020.0,35,0.478,0.33299999999999996,0.6,5.0,8.0,1.0,1.0,1.0,2.0,29.0,1.0,121.0,107.0,107.0,121.0,1.0,11.0,23.0,3.0,5.0,1.0,3.0,2020-12,0.37799999999999995,5.0,2.0,8.25,2020.75,0.5,0.48875,20.25,9.75,0.73325,4.5,3.5,99.0,108.0,1.0,108.0,0.75,10.25,1.25,3.5,99.0,1.0,0.3333333333333333,0.6,0.27102803738317754,0.3779761904761906,0.7333333333333333,0.2597953503281642
2020.0,36,0.55,0.429,0.8,9.0,6.0,1.0,2.0,2.0,3.0,18.0,0.0,115.0,107.0,115.0,107.0,0.0,11.0,20.0,4.0,5.0,3.0,7.0,2020-12,0.42275,5.75,2.5,8.0,2020.5,0.5,0.48875,20.25,9.75,0.68325,5.0,3.75,104.75,113.25,0.75,111.25,1.25,9.5,1.5,2.75,102.75,0.75,0.42857142857142855,0.8,0.1565217391304348,0.4226190476190477,0.6833333333333333,0.23914317641512073
2020.0,26,0.462,0.2,0.714,9.0,5.0,0.0,1.0,1.0,4.0,22.0,1.0,127.0,91.0,91.0,127.0,1.0,6.0,13.0,5.0,7.0,1.0,5.0,2020-12,0.34774999999999995,5.5,2.0,7.25,2020.25,0.5,0.4635,19.5,9.0,0.7785000000000001,6.0,4.75,104.0,118.0,0.75,116.0,1.0,8.5,1.5,3.25,102.0,0.75,0.2,0.7142857142857143,0.24175824175824176,0.3476190476190477,0.7785714285714285,0.2304338006844684
2020.0,31,0.444,0.375,0.75,7.0,10.0,0.0,1.0,0.0,4.0,22.0,1.0,138.0,115.0,115.0,138.0,1.0,8.0,18.0,3.0,4.0,3.0,8.0,2020-12,0.33425,5.75,2.0,7.25,2020.0,0.5,0.48350000000000004,18.5,9.0,0.716,5.25,3.75,107.0,125.25,0.75,123.25,1.0,7.5,1.25,3.25,105.0,0.75,0.375,0.75,0.19130434782608696,0.33422619047619057,0.7160714285714285,0.21515309152448525
2020.0,28,0.41200000000000003,0.375,0.714,5.0,5.0,0.0,0.0,2.0,4.0,38.0,0.0,116.0,109.0,116.0,109.0,0.0,7.0,17.0,5.0,7.0,3.0,8.0,2020-12,0.34475,7.0,2.5,6.5,2020.0,0.25,0.467,17.0,8.0,0.7445,5.75,4.25,109.25,124.0,0.5,120.25,1.25,7.5,1.0,3.75,105.5,0.5,0.375,0.7142857142857143,0.3275862068965517,0.34464285714285725,0.7446428571428572,0.22929263390282884
2022.0,40,0.565,0.375,0.75,8.0,4.0,0.0,1.0,3.0,6.0,39.0,0.0,114.0,111.0,114.0,111.0,0.0,13.0,23.0,9.0,12.0,3.0,8.0,2022-04,0.33125,7.25,2.5,6.0,2020.5,0.0,0.47075,17.75,8.5,0.732,7.5,5.5,109.0,123.75,0.5,121.25,1.5,7.25,0.75,4.5,106.5,0.5,0.375,0.75,0.34210526315789475,0.3312500000000001,0.7321428571428571,0.2756885149096938
2022.0,42,0.519,0.5379999999999999,0.667,9.0,5.0,1.0,0.0,1.0,4.0,38.0,0.0,116.0,108.0,116.0,108.0,0.0,14.0,27.0,4.0,6.0,7.0,13.0,2022-03,0.41575,9.25,4.0,6.0,2021.0,0.25,0.485,21.25,10.5,0.72025,7.25,5.25,115.25,121.0,0.25,116.5,1.5,7.25,0.5,4.5,110.75,0.25,0.5384615384615384,0.6666666666666666,0.3275862068965517,0.4158653846153847,0.7202380952380953,0.29714550619427127
2022.0,41,0.586,0.0,1.0,10.0,12.0,1.0,1.0,0.0,3.0,38.0,1.0,131.0,120.0,120.0,131.0,1.0,17.0,29.0,4.0,4.0,0.0,4.0,2022-03,0.322,8.25,3.25,6.5,2021.5,0.5,0.5205,24.0,12.75,0.78275,7.25,5.5,116.5,119.25,0.25,114.75,1.5,8.0,0.5,4.25,112.0,0.25,0.0,1.0,0.31666666666666665,0.3221153846153847,0.7827380952380953,0.3284860859044162
2022.0,36,0.552,0.4,0.667,10.0,6.0,0.0,0.0,3.0,2.0,36.0,0.0,127.0,119.0,127.0,119.0,0.0,16.0,29.0,2.0,3.0,4.0,10.0,2022-03,0.32825000000000004,8.75,3.5,6.75,2022.0,0.5,0.5555000000000001,27.0,15.0,0.7709999999999999,6.25,4.75,119.25,122.0,0.25,117.25,1.75,9.25,0.5,3.75,114.5,0.25,0.4,0.6666666666666666,0.28346456692913385,0.3283653846153847,0.7708333333333334,0.31745567591256174
2022.0,45,0.5770000000000001,0.28600000000000003,0.571,9.0,7.0,2.0,0.0,2.0,3.0,19.0,1.0,128.0,123.0,123.0,128.0,1.0,15.0,26.0,4.0,7.0,2.0,7.0,2022-03,0.30600000000000005,8.5,3.25,7.5,2022.0,1.0,0.5585000000000001,27.75,15.5,0.72625,5.0,3.5,121.5,125.5,0.5,121.5,1.5,9.5,0.25,3.0,117.5,0.5,0.2857142857142857,0.5714285714285714,0.15447154471544716,0.3060439560439562,0.7261904761904762,0.2705472463019498
2022.0,37,0.381,0.125,0.4,5.0,4.0,2.0,1.0,5.0,5.0,30.0,0.0,124.0,104.0,124.0,104.0,0.0,8.0,21.0,2.0,5.0,1.0,8.0,2022-03,0.20275,7.25,1.75,7.25,2022.0,1.25,0.524,26.25,14.0,0.6595,4.75,3.0,123.5,127.5,0.5,120.5,2.5,8.5,0.5,3.25,116.5,0.5,0.125,0.4,0.24193548387096775,0.20267857142857154,0.6595238095238096,0.24913456554555385
2022.0,40,0.579,0.5710000000000001,0.571,9.0,3.0,2.0,0.0,4.0,5.0,31.0,0.0,114.0,103.0,114.0,103.0,0.0,11.0,19.0,4.0,7.0,4.0,7.0,2022-03,0.34550000000000003,8.0,2.75,5.0,2022.0,1.5,0.5222500000000001,23.75,12.5,0.55225,5.5,3.0,122.0,123.25,0.25,113.5,3.5,8.25,0.25,3.75,112.25,0.25,0.5714285714285714,0.5714285714285714,0.2719298245614035,0.3455357142857144,0.5523809523809524,0.23795035501923806
2022.0,30,0.5,0.455,0.857,7.0,6.0,1.0,0.0,0.0,4.0,50.0,0.0,140.0,111.0,140.0,111.0,0.0,10.0,20.0,6.0,7.0,5.0,11.0,2022-03,0.35925,8.25,3.0,5.0,2022.0,1.75,0.5092500000000001,21.5,11.0,0.59975,6.5,4.0,125.25,126.5,0.25,111.5,2.75,7.5,0.25,4.25,110.25,0.25,0.45454545454545453,0.8571428571428571,0.35714285714285715,0.359172077922078,0.6,0.2563699275726689
2022.0,36,0.72,0.667,1.0,7.0,6.0,1.0,0.0,3.0,3.0,23.0,1.0,122.0,109.0,109.0,122.0,1.0,18.0,25.0,8.0,8.0,6.0,9.0,2022-03,0.4545,8.75,4.0,4.75,2022.0,1.5,0.545,21.25,11.75,0.707,6.75,5.0,121.75,125.0,0.25,110.0,3.0,7.0,0.25,4.25,106.75,0.25,0.6666666666666666,1.0,0.21100917431192662,0.45441017316017324,0.7071428571428571,0.2705043349717888
2022.0,45,0.34600000000000003,0.111,0.667,14.0,12.0,4.0,1.0,1.0,5.0,56.0,0.0,139.0,130.0,139.0,130.0,0.0,9.0,26.0,4.0,6.0,1.0,9.0,2022-03,0.451,9.0,4.0,6.75,2022.0,2.0,0.53625,22.5,12.0,0.77375,7.0,5.5,125.5,128.75,0.25,116.5,2.0,9.25,0.25,4.25,113.25,0.25,0.1111111111111111,0.6666666666666666,0.4028776978417266,0.4509379509379511,0.7738095238095237,0.3107398884644785
2022.0,39,0.613,0.545,0.923,10.0,3.0,1.0,0.0,0.0,4.0,26.0,1.0,124.0,116.0,116.0,124.0,1.0,19.0,31.0,12.0,13.0,6.0,11.0,2022-03,0.4445,10.0,4.5,6.75,2022.0,1.75,0.5447500000000001,25.5,14.0,0.86175,8.5,7.5,126.0,131.25,0.5,121.75,1.0,9.5,0.25,4.0,116.5,0.5,0.5454545454545454,0.9230769230769231,0.22413793103448276,0.44444444444444453,0.8617216117216118,0.29879191508274827
2022.0,37,0.444,0.222,0.8,8.0,4.0,1.0,0.0,2.0,4.0,26.0,0.0,132.0,111.0,132.0,111.0,0.0,8.0,18.0,8.0,10.0,2.0,9.0,2022-03,0.38625000000000004,9.5,3.75,6.25,2022.0,1.75,0.53075,25.0,13.5,0.8475,9.25,8.0,124.0,129.25,0.5,121.75,1.5,9.75,0.25,4.0,116.5,0.5,0.2222222222222222,0.8,0.19696969696969696,0.38636363636363646,0.8474358974358974,0.2587486250394582
2022.0,38,0.556,0.429,0.6,12.0,5.0,0.0,1.0,2.0,4.0,32.0,0.0,109.0,104.0,109.0,104.0,0.0,10.0,18.0,3.0,5.0,3.0,7.0,2022-03,0.32675,9.0,3.0,6.0,2022.0,1.5,0.48975,23.25,11.5,0.7475,8.5,6.75,124.0,126.0,0.25,117.25,1.25,11.0,0.5,4.25,115.25,0.25,0.42857142857142855,0.6,0.29357798165137616,0.32683982683982693,0.7474358974358974,0.2793908268743206
2022.0,36,0.565,0.25,1.0,6.0,3.0,2.0,2.0,2.0,7.0,21.0,0.0,123.0,95.0,123.0,95.0,0.0,13.0,23.0,5.0,5.0,1.0,4.0,2022-02,0.36150000000000004,7.75,3.0,3.75,2022.0,1.0,0.5445,22.5,12.5,0.8307500000000001,8.25,7.0,120.0,122.0,0.25,108.5,1.5,9.0,0.75,4.75,106.5,0.25,0.25,1.0,0.17073170731707318,0.36156204906204914,0.8307692307692308,0.22135432924315726
2022.0,36,0.33299999999999996,0.25,0.875,11.0,3.0,1.0,1.0,1.0,6.0,33.0,0.0,105.0,102.0,105.0,102.0,0.0,6.0,18.0,7.0,8.0,2.0,8.0,2022-02,0.28775,7.0,2.0,3.75,2022.0,1.0,0.4745,19.25,9.25,0.8187500000000001,7.0,5.75,117.25,117.25,0.0,103.0,1.75,9.25,1.0,5.25,103.0,0.0,0.25,0.875,0.3142857142857143,0.2876984126984128,0.81875,0.24389127505596514
2022.0,40,0.609,0.375,1.0,8.0,6.0,0.0,2.0,1.0,3.0,26.0,1.0,106.0,101.0,101.0,106.0,1.0,14.0,23.0,2.0,2.0,3.0,8.0,2022-02,0.326,6.75,2.25,4.25,2022.0,0.75,0.5157499999999999,20.5,10.75,0.86875,5.0,4.25,109.5,110.75,0.25,101.75,1.5,9.25,1.5,5.0,100.5,0.25,0.375,1.0,0.25742574257425743,0.32589285714285726,0.86875,0.25900528645710524
2022.0,38,0.33299999999999996,0.3,0.556,15.0,8.0,0.0,0.0,3.0,4.0,30.0,0.0,117.0,115.0,117.0,115.0,0.0,9.0,27.0,5.0,9.0,3.0,10.0,2022-02,0.29375,7.5,2.25,5.0,2022.0,0.75,0.45999999999999996,22.75,10.5,0.85775,6.0,4.75,111.5,112.75,0.25,104.5,1.75,10.0,1.25,5.0,103.25,0.25,0.3,0.5555555555555556,0.2564102564102564,0.29375000000000007,0.8576388888888888,0.2497133551468253
2022.0,37,0.591,0.429,1.0,7.0,7.0,0.0,3.0,1.0,6.0,27.0,0.0,107.0,105.0,107.0,105.0,0.0,13.0,22.0,1.0,1.0,3.0,7.0,2022-02,0.3385,8.25,2.75,6.0,2022.0,0.25,0.46649999999999997,22.5,10.5,0.85775,5.0,3.75,107.5,108.75,0.25,107.0,1.5,10.25,1.5,4.75,105.75,0.25,0.42857142857142855,1.0,0.2523364485981308,0.3383928571428572,0.8576388888888888,0.2701145404670897
2022.0,35,0.579,0.429,0.5,5.0,8.0,0.0,0.0,4.0,4.0,29.0,0.0,131.0,116.0,131.0,116.0,0.0,11.0,19.0,2.0,4.0,3.0,7.0,2022-02,0.38325,8.0,3.0,7.25,2022.0,0.0,0.528,22.75,11.75,0.764,4.0,2.5,114.0,115.25,0.25,110.5,2.25,8.75,1.25,4.25,109.25,0.25,0.42857142857142855,0.5,0.22137404580152673,0.38303571428571437,0.7638888888888888,0.24688662334604283
2022.0,40,0.542,0.28600000000000003,0.5,13.0,10.0,0.0,1.0,3.0,3.0,33.0,1.0,122.0,115.0,115.0,122.0,1.0,13.0,24.0,1.0,2.0,2.0,7.0,2022-02,0.361,7.75,2.75,8.25,2022.0,0.0,0.51125,23.0,11.5,0.639,4.0,2.25,117.5,119.25,0.25,114.5,2.75,10.0,1.0,4.25,112.75,0.25,0.2857142857142857,0.5,0.28695652173913044,0.36071428571428577,0.6388888888888888,0.25426931813726106
2022.0,34,0.667,0.25,1.0,7.0,6.0,2.0,3.0,1.0,0.0,33.0,1.0,106.0,96.0,96.0,106.0,1.0,14.0,21.0,3.0,3.0,2.0,8.0,2022-01,0.3485,7.25,2.5,7.75,2022.0,0.5,0.59475,21.5,12.75,0.75,2.5,1.75,112.25,116.5,0.5,112.25,2.25,8.0,1.75,3.25,108.0,0.5,0.25,1.0,0.34375,0.3482142857142858,0.75,0.27610425403469696
2022.0,40,0.545,0.125,0.727,11.0,4.0,0.0,2.0,4.0,3.0,29.0,0.0,113.0,107.0,113.0,107.0,0.0,12.0,22.0,8.0,11.0,1.0,8.0,2022-01,0.2725,7.5,2.0,7.0,2022.0,0.5,0.58325,21.5,12.5,0.68175,5.0,3.5,113.75,118.0,0.5,112.75,3.0,9.0,1.5,2.5,108.5,0.5,0.125,0.7272727272727273,0.25663716814159293,0.2723214285714287,0.6818181818181819,0.27717943392056255
2022.0,34,0.522,0.28600000000000003,1.0,7.0,5.0,1.0,1.0,3.0,6.0,30.0,1.0,116.0,105.0,105.0,116.0,1.0,12.0,23.0,3.0,3.0,2.0,7.0,2022-01,0.23675000000000002,7.5,1.75,6.25,2022.0,0.75,0.5690000000000001,22.5,12.75,0.80675,4.75,3.75,107.25,114.25,0.75,112.75,2.75,9.5,1.75,3.0,105.75,0.75,0.2857142857142857,1.0,0.2857142857142857,0.23660714285714296,0.8068181818181819,0.29326449389875225
2022.0,37,0.5,0.429,0.714,12.0,5.0,0.0,2.0,1.0,3.0,25.0,0.0,111.0,104.0,111.0,104.0,0.0,11.0,22.0,5.0,7.0,3.0,7.0,2022-01,0.27249999999999996,7.5,2.0,5.0,2022.0,0.75,0.5585,22.0,12.25,0.86025,6.0,4.75,106.25,111.5,0.5,108.25,2.25,9.25,2.0,3.0,103.0,0.5,0.42857142857142855,0.7142857142857143,0.22522522522522523,0.27232142857142866,0.8603896103896104,0.27783166977027596
2022.0,37,0.45,0.375,0.5,7.0,7.0,1.0,1.0,1.0,1.0,25.0,1.0,101.0,95.0,95.0,101.0,1.0,9.0,20.0,4.0,8.0,3.0,8.0,2022-01,0.30374999999999996,7.5,2.25,5.25,2022.0,0.5,0.50425,21.75,11.0,0.73525,7.25,5.0,106.0,110.25,0.5,107.0,2.25,9.25,1.5,3.25,102.75,0.5,0.375,0.5,0.2631578947368421,0.30357142857142866,0.7353896103896104,0.25768364345448647
2022.0,31,0.391,0.25,0.714,9.0,2.0,2.0,0.0,0.0,1.0,34.0,0.0,133.0,96.0,133.0,96.0,0.0,9.0,23.0,5.0,7.0,2.0,8.0,2022-01,0.33499999999999996,7.5,2.5,4.75,2022.0,1.0,0.46575000000000005,22.0,10.25,0.732,6.25,4.25,111.0,115.25,0.5,104.25,1.25,8.75,1.0,2.75,100.0,0.5,0.25,0.7142857142857143,0.2556390977443609,0.33482142857142866,0.7321428571428572,0.2574341258551785
2022.0,39,0.44799999999999995,0.25,0.5,7.0,6.0,1.0,0.0,2.0,1.0,35.0,0.0,125.0,116.0,125.0,116.0,0.0,13.0,29.0,5.0,10.0,3.0,12.0,2022-01,0.32599999999999996,8.75,2.75,5.0,2022.0,1.0,0.44725000000000004,23.5,10.5,0.607,8.0,4.75,116.0,117.5,0.25,104.25,1.0,8.75,0.75,1.5,102.75,0.25,0.25,0.5,0.28,0.3258928571428572,0.6071428571428572,0.25600555442660705
2022.0,33,0.737,0.75,1.0,9.0,7.0,0.0,0.0,4.0,3.0,32.0,0.0,127.0,119.0,127.0,119.0,0.0,14.0,19.0,4.0,4.0,3.0,4.0,2022-01,0.40625,8.0,2.75,5.5,2022.0,1.0,0.5065,22.75,11.25,0.6785,7.25,4.5,120.0,121.5,0.25,108.0,1.75,8.0,0.25,1.5,106.5,0.25,0.75,1.0,0.25196850393700787,0.4062500000000001,0.6785714285714286,0.26269137410455273
2022.0,37,0.542,0.16699999999999998,1.0,8.0,9.0,3.0,4.0,4.0,4.0,31.0,1.0,134.0,118.0,118.0,134.0,1.0,13.0,24.0,5.0,5.0,1.0,6.0,2022-01,0.35425,7.5,2.25,6.0,2022.0,1.5,0.5295,23.75,12.25,0.8035,6.5,4.75,125.75,129.75,0.25,116.25,2.5,8.25,1.0,2.25,112.25,0.25,0.16666666666666666,1.0,0.2627118644067797,0.3541666666666668,0.8035714285714286,0.26257986652203713
2022.0,36,0.462,0.3,0.8,5.0,5.0,1.0,0.0,3.0,2.0,26.0,1.0,122.0,114.0,114.0,122.0,1.0,12.0,26.0,4.0,5.0,3.0,10.0,2022-01,0.36675,8.0,2.5,6.75,2022.0,1.25,0.54725,24.5,13.0,0.825,6.0,4.5,121.0,127.0,0.5,122.75,3.25,7.25,1.0,2.5,116.75,0.5,0.3,0.8,0.22807017543859648,0.3666666666666668,0.825,0.255687635945596
2022.0,39,0.467,0.33299999999999996,0.75,7.0,5.0,1.0,3.0,2.0,1.0,43.0,1.0,108.0,103.0,103.0,108.0,1.0,7.0,15.0,9.0,12.0,3.0,9.0,2022-01,0.38749999999999996,7.25,2.5,6.5,2022.0,1.25,0.552,21.0,11.5,0.8875,6.5,5.5,115.5,122.75,0.75,120.75,3.25,7.25,1.75,2.5,113.5,0.75,0.3333333333333333,0.75,0.4174757281553398,0.3875000000000001,0.8875,0.29005656798443097
2021.0,29,0.615,0.5,0.667,14.0,4.0,2.0,2.0,1.0,0.0,37.0,1.0,139.0,106.0,106.0,139.0,1.0,16.0,26.0,6.0,9.0,5.0,10.0,2021-12,0.32499999999999996,8.75,3.0,5.75,2021.75,1.75,0.5215000000000001,22.75,12.0,0.80425,7.75,6.0,110.25,125.75,1.0,125.75,2.5,8.5,2.25,1.75,110.25,1.0,0.5,0.6666666666666666,0.3490566037735849,0.3250000000000001,0.8041666666666666,0.3143285929435752
2021.0,38,0.52,0.5710000000000001,1.0,13.0,7.0,2.0,2.0,1.0,5.0,32.0,0.0,104.0,99.0,104.0,99.0,0.0,13.0,25.0,3.0,3.0,8.0,14.0,2021-12,0.426,10.75,4.75,5.25,2021.5,1.5,0.516,23.0,12.0,0.80425,7.25,5.5,106.75,118.25,0.75,117.0,1.75,9.75,1.75,2.0,105.5,0.75,0.5714285714285714,1.0,0.3076923076923077,0.4261904761904763,0.8041666666666667,0.3255737037649572
2021.0,39,0.579,0.6,0.778,10.0,11.0,2.0,1.0,3.0,3.0,39.0,1.0,132.0,123.0,123.0,132.0,1.0,11.0,19.0,7.0,9.0,3.0,5.0,2021-12,0.501,9.5,4.75,6.75,2021.25,1.75,0.54525,21.25,11.75,0.79875,8.25,6.25,109.0,120.75,0.75,119.5,1.75,11.0,2.0,2.25,107.75,0.75,0.6,0.7777777777777778,0.3170731707317073,0.5011904761904763,0.798611111111111,0.3478244525882349
2021.0,40,0.56,0.33299999999999996,0.889,9.0,7.0,1.0,3.0,2.0,3.0,36.0,0.0,122.0,115.0,122.0,115.0,0.0,14.0,25.0,8.0,9.0,3.0,9.0,2021-12,0.501,9.5,4.75,7.25,2021.0,1.75,0.5685,23.75,13.5,0.8335000000000001,7.5,6.0,113.75,124.25,0.5,121.25,1.75,11.5,2.0,2.75,110.75,0.5,0.3333333333333333,0.8888888888888888,0.29508196721311475,0.5011904761904763,0.8333333333333333,0.31722601235267867
2021.0,35,0.5770000000000001,0.28600000000000003,0.667,9.0,6.0,2.0,1.0,2.0,3.0,34.0,0.0,138.0,110.0,138.0,110.0,0.0,15.0,26.0,4.0,6.0,2.0,7.0,2021-12,0.4475,8.75,4.0,7.75,2021.0,1.75,0.559,23.75,13.25,0.8335,6.75,5.5,121.75,124.0,0.25,114.0,2.0,10.25,1.75,3.5,111.75,0.25,0.2857142857142857,0.6666666666666666,0.2463768115942029,0.4476190476190477,0.8333333333333333,0.29155606430783315
2021.0,34,0.684,0.4,1.0,7.0,2.0,0.0,2.0,1.0,2.0,31.0,0.0,108.0,90.0,108.0,90.0,0.0,13.0,19.0,6.0,6.0,2.0,5.0,2021-12,0.40475,6.5,2.5,6.5,2021.0,1.25,0.6000000000000001,22.25,13.25,0.8335,7.5,6.25,122.75,125.0,0.25,111.75,2.0,8.75,1.75,2.75,109.5,0.25,0.4,1.0,0.28703703703703703,0.4047619047619049,0.8333333333333333,0.2863922466440155
2021.0,39,0.524,0.14300000000000002,0.727,14.0,6.0,2.0,1.0,5.0,4.0,18.0,0.0,115.0,110.0,115.0,110.0,0.0,11.0,21.0,8.0,11.0,1.0,7.0,2021-12,0.29050000000000004,7.0,2.0,5.25,2021.0,1.25,0.58625,22.75,13.25,0.82075,8.0,6.5,120.75,120.75,0.0,106.25,2.5,9.75,1.75,3.0,106.25,0.0,0.14285714285714285,0.7272727272727273,0.1565217391304348,0.29047619047619055,0.8207070707070707,0.24625438874369734
2021.0,36,0.385,0.33299999999999996,0.75,10.0,5.0,2.0,1.0,5.0,4.0,24.0,0.0,110.0,92.0,110.0,92.0,0.0,5.0,13.0,6.0,8.0,2.0,6.0,2021-12,0.2905,6.25,1.75,4.75,2021.0,1.5,0.5425,19.75,11.0,0.786,7.75,6.0,117.75,117.75,0.0,100.5,3.25,10.0,1.25,3.25,100.5,0.0,0.3333333333333333,0.75,0.21818181818181817,0.29047619047619055,0.7859848484848485,0.22702935148587322
2021.0,43,0.474,0.444,0.667,3.0,5.0,0.0,1.0,1.0,2.0,30.0,1.0,107.0,104.0,104.0,107.0,1.0,9.0,19.0,2.0,3.0,4.0,9.0,2021-12,0.33,6.75,2.25,4.5,2021.0,1.0,0.51675,18.0,9.5,0.786,7.0,5.5,109.25,110.0,0.25,99.75,3.0,8.5,1.25,3.0,99.0,0.25,0.4444444444444444,0.6666666666666666,0.28846153846153844,0.33015873015873026,0.7859848484848485,0.23755053320270708
2021.0,37,0.6,0.429,0.75,11.0,10.0,3.0,0.0,2.0,6.0,33.0,1.0,106.0,94.0,94.0,106.0,1.0,12.0,20.0,3.0,4.0,3.0,7.0,2021-12,0.33725,7.25,2.5,6.5,2021.0,1.75,0.49575,18.25,9.25,0.7235,6.5,4.75,105.75,109.5,0.5,103.75,3.25,9.5,0.75,4.0,100.0,0.5,0.42857142857142855,0.75,0.35106382978723405,0.3373015873015874,0.7234848484848484,0.2535572313902564
